numberofranks, regular, regular_with_indexing, binary, binary_with_indexing 
102, 5663, 4664, 130, 214
102, 4629, 10, 629, 43
102, 2929, 3637, 894, 723
102, 4910, 47, 329, 86
102, 252, 197, 843, 1072
102, 674, 19, 348, 47
102, 76, 117, 594, 1357
102, 174, 185, 1392, 885
102, 156, 190, 478, 449
102, 179, 152, 1248, 28
102, 4047, 4447, 975, 423
102, 3823, 22, 308, 60
102, 4255, 32, 1041, 18
102, 2937, 3231, 345, 128
102, 2462, 120, 384, 102
