numberofranks, regular, regular_with_indexing, binary, binary_with_indexing 
3, 115, 86, 384, 87
3, 193, 8, 221, 15
3, 40, 202, 237, 69
3, 31, 63, 139, 184
3, 50, 49, 143, 102
3, 95, 11, 76, 16
3, 42, 35, 70, 62
3, 26, 16, 58, 53
